DEGREE,EIGENVECTOR,BETWEENNESS,CLOSENESS 
0.02803738317757009,0.013654347298160853,0.0003427478299634885,0.3333333333333333
0.16822429906542055,0.14240442744128834,0.04965671442848944,0.47345132743362833
0.037383177570093455,0.04787060085645202,4.89320304406796805,0.33860759493670883
0.102803738317757,0.12916884780597013,0.004077132732590471,0.4349593495934959
0.009345794392523364,0.00040096438234179247,0.0,0.24429223744292236
0.02803738317757009,0.0233265898559033,0.0006514508799993541,0.37282229965156793
0.018691588785046728,0.00467117789989304,0.0,0.3252279635258359
0.05607476635514018,0.045788130544569504,0.054654328405987385,0.4403292181069959
0.12149532710280372,0.1395696852430684,0.022627658493514193,0.4403292181069959
0.2616822429906542,0.20178307783082622,0.03965530603799475,0.49537037037037035
0.07476635514018691,0.054154636025876696,0.03274796274976546,0.44214876033057854
&0.02803738317757009,0.010847615206074138,0.00040802389134483,0.34967320261437906
0.11214953271028036,0.14735254188333313,0.004223476059149449,0.4533898305084746
0.02803738317757009,0.008610300593065999,0.0006575810534547972,0.3194029850746269
0.05607476635514018,0.08802118997957252,0.0005346644080960663,0.42292490118577075
0.009345794392523364,0.00040096438234179247,0.0,0.24429223744292236
0.009345794392523364,0.0009672999439143171,0.0,0.25295508274231676
0.02803738317757009,0.026494090399523516,0.001009308638687424,0.3890909090909091
0.06542056074766354,0.09895243546293718,0.0007049954616406508,0.4246031746031746
0.09345794392523364,0.05898301316534685,0.07879691258202991,0.4495798319327731
0.037383177570093455,0.010828681925803158,Q0.0023078344276725215,0.32326283987915405
0.037383177570093455,0.015755243989574317,0.018889546649201033,0.33753943217665616
0.05607476635514018,0.01615820053614749,0.00024619507120504804,0.3333333333333333
0.009345794392523364,0.0036212782021117565,0.0,0.311046511627907
0.06542056074766354,0.09267729247481088,0.0005197122428371647,0.4163424124513619
0.11214953271028036,0.09298623260396616,0.04262752503597047,0.47767857142857145
0.018691588785046728,0.003989646478280821,0.00020857702483518035,0.311046511627907
0.1308411214953271,0.13733981114136423,0.02897028917339549,0.46120689655172414
0.11214953271028036,0.030295523917673383,0.02835488479739088,0.3741258741258741
0.06542056074766354,0.09190096817119424,0.00038080807138461247,0.41472868217054265
0.06542056074766354,0.09895243546293718,0.0007049954616406508,0.4246031746031746
0.02803738317757009,0.010847615206074138,0.00040802389134483,0.34967320261437906
0.2523364485981308,0.19811021959268435,0.03743727899293232,0.4930875576036866
0.21495327102803738,0.17805045484242146,0.02878149617831076,0.481981981981982
0.06542056074766354,0.09895243546293718,0.0007049954616406508,0.4246031746031746
0.05607476635514018,0.05141002716744363,0.006710862190307822,0.41796875
0.04672897196261682,0.07407919786735162,0.000100230832206583,0.4099616858237548
0.12149532710280372,0.14522678069690786,0.005344643730791087,0.4403292181069959
0.037383177570093455,0.04787060085645202,4.89320304406796805,0.33860759493670883
0.018691588785046728,0.002685219184694243,0.0012245537726052625,0.3031161473087819
0.11214953271028036,0.13611489947163813,0.020746649094629466,0.43673469387755104
0.009345794392523364,0.00040096438234179247,Q0.0,0.24429223744292236
0.12149532710280372,0.08740699647115889,0.0509925313950742,0.4713656387665198
0.24299065420560745,0.1946751468160218,0.05999222260681179,0.4908256880733945
0.07476635514018691,0.10523462661366068,0.0006428843088518118,0.41796875
0.037383177570093455,0.04787060085645202,4.89320304406796805,0.33860759493670883
0.06542056074766354,0.09895243546293718,0.0007049954616406508,0.4246031746031746
0.11214953271028036,0.13388375565433785,0.025294180032690353,0.4385245901639344
0.037383177570093455,0.015223544796404444,0.00024619507120504804,0.3333333333333333
0.09345794392523364,0.07526131977353102,0.03190066988423545,0.4553191489361702
0.009345794392523364,0.00040096438234179247,0.0,0.24429223744292236
0.1308411214953271,0.1402567925938797,0.007852819297069286,0.4385245901639344
0.037383177570093455,0.04770449310602371,7.1000793977341305,0.33860759493670883
0.35514018691588783,0.2162447019759003,0.20327275719156027,0.5404040404040404
0.2616822429906542,0.20178307783082622,0.03965530603799475,0.49537037037037035
0.19626168224299065,0.17534476155493714,0.01673418786825659,0.4713656387665198
0.037383177570093455,0.04787060085645202,4.89320304406796805,0.33860759493670883
0.018691588785046728,0.013441361600119163,0.008479667827225578,0.3566666666666667
0.5514018691588785,0.3927799650843763,0.34024895977514624,0.6524390243902439
